index,product_id,idx
444,SLBGHNY5YCY4FAFQ,444
445,BKPFEJKCVTZQKZCK,445
446,SFFGZVMQSPYWB385,446
447,SHTEH5HSPQGXPSJN,447
448,SHOGDZGYCRYFS6HH,448
449,SHOGNGJ53ZRHBWKP,449
450,SHTGHHGPSXFGZQEP,450
451,SHTGEUM9KAUGWKCC,451
452,ERGFVX6ZYBP2RBKY,452
453,SHTFZHXDR8TAHB5J,453
454,GWNG5GTHBCTUMRDU,454
455,HACGM3NYCGFQT36Y,455
456,HACGZZ65FUVMHGXZ,456
457,KTAGFFGPSRYFHMRR,457
458,HMBFEBZGDBZJUY2D,458
459,TROGPVYYJMCWYM4X,459
460,JEAGRCGNGPVZDZGN,460
461,STCGMYB8BJHEBHVT,461
462,SARFWSMFBMJJ66X8,462
463,TKPGMENTYJSKHSZR,463
464,TROGZUJBVRAPG9HG,464
465,KTAGNDC3JE3SCGSG,465
466,KDEG3E3GEGNPY5DY,466
467,SHOGNZDMBZFEKEHX,467
468,TSHGGTH3GGGPBH7Z,468
469,BPPGH8D5RZH4RWND,469
470,KTAG4NMWSNAW4GBB,470
471,SHTESTUXQEZ64PUM,471
472,SHTFZWNGVJYWHRXB,472
473,TROGYMJFWCNXGYSF,473
474,TROGG4VFRZZ8NDBU,474
475,SARGP5G9ZEUYCT8M,475
476,KVEGCDMGXTM2JHZJ,476
477,SFFGEWKA2DEHFXRV,477
478,SHTGNGPDNJGHUAZS,478
479,KTAFW7HRDFGC3ECJ,479
480,BKPFVEMGBZESTEMM,480
481,JEAFN96HRHZKJYGF,481
482,SHOGGSGPN4B7TRZM,482
483,TSHFNXZF5QHJ6KBX,483
484,KSHGDTG2CWQU2NGM,484
485,WCWFNVA2MZUXXECK,485
486,WCWGBTSG4HNFXYRD,486
487,WCWGFWZA7ACXAME8,487
488,WATGEMQ6J6XZURHF,488
489,WATFVFZYJZKUFYNV,489
490,KPBGKKX2YHHCDXAG,490
491,SGLG2ESNVFBGD6NQ,491
492,STBF7UHBN2SGZ5NV,492
493,TKPFYGTGZHQDTTBC,493
494,SNDGZZBEGGMMRUVD,494
495,BKPGJ59K9YFMQ2QA,495
496,JWSGM8W9KZ6ZNAMW,496
497,SHTFNANMZ3H9QZR8,497
498,SHTGG9TMDBHGDZHH,498
499,JEAGPGP7HZNDBGN2,499
500,JEAGQKGPYEUHHYFC,500
501,SHOFPH94CSYFJFZ2,501
502,SFFGEWKCXBUPFGEH,502
503,SFFGGH39TDZHGQRA,503
504,DUPGFK8BRCUHTESY,504
505,ETHGQ8BR4RPTFGJF,505
506,TVPGMJ9JHDQMZGJW,506
507,TSHGC74BRSQZQQPP,507
508,TSHGHWWGKH3SZMX2,508
509,JEAGZ3MNFTZMASPN,509
510,KTAGNZH6RK9MNQXU,510
511,SPWG5ZDZRXCYED6S,511
512,SGLGM3HCWHWZUHVA,512
513,SHTGMTDEF3UTH9VN,513
514,WATFVTFQZ8KYPDHH,514
515,TROGM7GT9SE8MZUZ,515
516,JEAFEBZYNEAJWYGW,516
517,DUPGHUTCYHFVCAXU,517
518,WATFWVSG2CYYVSXV,518
519,ETHGPX7GFRMRY82Z,519
520,SLBGAA929GKDXQVH,520
521,JEAGFF5YB6KGAJPR,521
522,JEAGMZGZ59YJFMCF,522
523,SARGHVY86HMRBDXZ,523
524,SOCGG8SDWZWBMCV4,524
525,ETHGGCTU2QPBC9US,525
526,ETHGHJ7FFXYBMVNK,526
527,SWDG5JYY9TDUNVHH,527
528,SHTFA9F6WFTPCBTF,528
529,TGTGKZG9BFGZF4U2,529
530,KTAGHYKHPN22Q3RY,530
531,WATFVFZYHQJN9E5Y,531
532,BELGK4CG7GGBDUVJ,532
533,BKPGZS9YZQEEMSW8,533
534,SARGH5YZW4WDGDF2,534
535,NKCFX87UMK5ZTZWK,535
536,KSHGJXNG4FHBXF6T,536
537,SRTG8X84G6EAB6HD,537
538,KTAFN3MDKUFKUVK5,538
539,KTAFYGWUHNY6VRQA,539
540,NDNGH5YHJVVPZWQK,540
541,STCGE2DCXEFRZXN3,541
542,ETHGHAHYSZ2BHFHA,542
543,TSHGJP3EQJHYGFFW,543
544,SKIGH3YYF2XTMBNX,544
545,TOPGDZBVCZDAUB5W,545
546,ERGGDYFHZPGSPTKZ,546
547,DFBG7FB376Z5XUMP,547
548,SNDG978FJMFJV6Y4,548
549,SOCGM86GHHSENQHF,549
550,TKPFEGHNZ6FQDUHS,550
551,TSHGZBP8NQK2JAXW,551
552,SOCGQGFWGBXNZC2P,552
553,ETHGEJEN87ZG3ZTK,553
554,TSHGGAH5EQ8JCN2Z,554
555,SHTGKDDTQZVZE8CG,555
556,SHTGZYASRVJ6KVJH,556
557,VESGAGTVXHYPKG2U,557
558,JWSGHYFKCFMYHZXY,558
559,ETHGNPN4AGJGZHAF,559
560,SHTGHHU9VCHHQWFQ,560
561,SHTGPPZFS6YHBAQT,561
562,STBGJNSQYETFGKAE,562
563,ANKG8Y2Y3DEAGJTA,563
564,SARGZR9GCJKZ3YA2,564
565,SHTFA9F69EKCFCGH,565
566,TROFZYPZKHVDCED3,566
567,BELG5NGUZRTAPDV3,567
568,SHOGBTPYEMUYSNPN,568
569,SFFGEWKATBZYJTYF,569
570,SFFGG3V58UHGM3MC,570
571,SHOG4VHYTW9HC5YH,571
572,SHTGPZMEY8UDWC2C,572
573,TSHGHXXGTGTHTRZF,573
574,TSHGPWFXZNJ9HTWU,574
575,BKPFUX5MHPYESGEA,575
576,ETHGBTQQBC2PZPXH,576
577,TSHGPGY5VEHQA4YP,577
578,TSHGPV6PXZ2GZRYZ,578
579,SARGH7F7PASWJFGD,579
580,KDEFXV4Y45AFARTE,580
581,TSHGKC7A8SBNUAZZ,581
